#Gene_ID	Gene_symbol	description
ENSRNOG00000060530	Cdc34	cell division cycle 34 [Source:RGD Symbol%3BAcc:1305411]
ENSRNOG00000008296	Tpgs1	tubulin polyglutamylase complex subunit 1 [Source:RGD Symbol%3BAcc:1588613]
ENSRNOG00000008217	Madcam1	mucosal vascular addressin cell adhesion molecule 1 [Source:RGD Symbol%3BAcc:3029]
ENSRNOG00000008199	Odf3l2	outer dense fiber of sperm tails 3-like 2 [Source:RGD Symbol%3BAcc:1310260]
ENSRNOG00000008030	Shc2	SHC (Src homology 2 domain containing) transforming protein 2 [Source:RGD Symbol%3BAcc:1307137]
ENSRNOG00000008026	C2cd4c	C2 calcium-dependent domain containing 4C [Source:RGD Symbol%3BAcc:1561354]
ENSRNOG00000007960	Theg	theg spermatid protein [Source:RGD Symbol%3BAcc:1309240]
ENSRNOG00000000175	Mier2	mesoderm induction early response 1%2C family member 2 [Source:RGD Symbol%3BAcc:1307278]
ENSRNOG00000057588	AC115214.1	--
ENSRNOG00000000177	Plpp2	phospholipid phosphatase 2 [Source:RGD Symbol%3BAcc:628893]
ENSRNOG00000051563	Giot1	gonadotropin inducible ovarian transcription factor 1 [Source:RGD Symbol%3BAcc:620184]
ENSRNOG00000007730	Vom2r53	vomeronasal 2 receptor%2C 53 [Source:RGD Symbol%3BAcc:727942]
ENSRNOG00000058828	AC106438.1	--
ENSRNOG00000022871	LOC691170	similar to zinc finger protein 84 (HPF2) [Source:RGD Symbol%3BAcc:1587418]
ENSRNOG00000031688	Olr1073	olfactory receptor 1073 [Source:RGD Symbol%3BAcc:1332740]
ENSRNOG00000039449	Olr1075	olfactory receptor 1075 [Source:RGD Symbol%3BAcc:1333658]
ENSRNOG00000039448	Olr1076	olfactory receptor 1076 [Source:RGD Symbol%3BAcc:1333434]
ENSRNOG00000054107	Olr1077	olfactory receptor 1077 [Source:RGD Symbol%3BAcc:1333306]
ENSRNOG00000059517	AC106438.2	--
ENSRNOG00000049781	Olr1079	olfactory receptor 1079 [Source:RGD Symbol%3BAcc:1333801]
ENSRNOG00000050171	Olr1082	olfactory receptor 1082 [Source:RGD Symbol%3BAcc:727865]
ENSRNOG00000058943	Olr1082	olfactory receptor 1082 [Source:RGD Symbol%3BAcc:727865]
ENSRNOG00000061480	Olr1083	olfactory receptor 1083 [Source:RGD Symbol%3BAcc:1333875]
ENSRNOG00000051708	Olr1084	olfactory receptor 1084 [Source:RGD Symbol%3BAcc:1334279]
ENSRNOG00000047090	Olr1085	olfactory receptor 1085 [Source:RGD Symbol%3BAcc:1333620]
ENSRNOG00000042262	Olr1086	olfactory receptor 1086 [Source:RGD Symbol%3BAcc:1334014]
ENSRNOG00000007509	Slc1a6	solute carrier family 1 member 6 [Source:RGD Symbol%3BAcc:620340]
ENSRNOG00000050888	Cyp4f37	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 37 [Source:RGD Symbol%3BAcc:1585102]
ENSRNOG00000007375	Ccdc105	coiled-coil domain containing 105 [Source:RGD Symbol%3BAcc:1594374]
ENSRNOG00000007352	Casp14	caspase 14 [Source:RGD Symbol%3BAcc:1311781]
ENSRNOG00000007348	Olr1087	olfactory receptor 1087 [Source:RGD Symbol%3BAcc:1334246]
ENSRNOG00000007307	Syde1	synapse defective Rho GTPase homolog 1 [Source:RGD Symbol%3BAcc:1305857]
ENSRNOG00000028512	Ilvbl	ilvB (bacterial acetolactate synthase)-like [Source:RGD Symbol%3BAcc:1307988]
ENSRNOG00000028146	Olr1088	olfactory receptor 1088 [Source:RGD Symbol%3BAcc:1333182]
ENSRNOG00000041735	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000004346	Notch3	notch 3 [Source:RGD Symbol%3BAcc:620761]
ENSRNOG00000046641	AABR07055864.1	--
ENSRNOG00000060598	Gm9978	predicted gene 9978 [Source:MGI Symbol%3BAcc:MGI:3641806]
ENSRNOG00000027319	Ephx3	epoxide hydrolase 3 [Source:RGD Symbol%3BAcc:1307206]
ENSRNOG00000006770	Brd4	bromodomain containing 4 [Source:RGD Symbol%3BAcc:1307282]
ENSRNOG00000006559	Akap8	A-kinase anchoring protein 8 [Source:RGD Symbol%3BAcc:620832]
ENSRNOG00000006355	Akap8l	A-kinase anchoring protein 8 like [Source:RGD Symbol%3BAcc:1359200]
ENSRNOG00000006217	Wiz	widely-interspaced zinc finger motifs [Source:RGD Symbol%3BAcc:1307771]
ENSRNOG00000056811	AABR07055866.1	--
ENSRNOG00000006167	Rasal3	RAS protein activator like 3 [Source:RGD Symbol%3BAcc:1309019]
ENSRNOG00000042318	Pglyrp2	peptidoglycan recognition protein 2 [Source:RGD Symbol%3BAcc:1359183]
ENSRNOG00000029478	Cyp4f39	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 39 [Source:RGD Symbol%3BAcc:1308796]
ENSRNOG00000042496	Cyp4f5	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 5 [Source:RGD Symbol%3BAcc:708364]
ENSRNOG00000048450	Cyp4f37	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 37 [Source:RGD Symbol%3BAcc:1585102]
ENSRNOG00000050603	AABR07055875.1	--
ENSRNOG00000046286	AABR07055878.1	--
ENSRNOG00000048979	Cyp4f37	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 37 [Source:RGD Symbol%3BAcc:1585102]
ENSRNOG00000059026	AABR07055885.1	--
ENSRNOG00000043344	Cyp4f40	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 40 [Source:RGD Symbol%3BAcc:1559596]
ENSRNOG00000032895	Cyp4f4	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 4 [Source:RGD Symbol%3BAcc:708363]
ENSRNOG00000004947	Zfp871	zinc finger protein 871 [Source:MGI Symbol%3BAcc:MGI:1921793]
ENSRNOG00000054968	AABR07073285.1	--
ENSRNOG00000041728	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000032552	Zfp799	zinc finger protein 799 [Source:RGD Symbol%3BAcc:1359692]
ENSRNOG00000042851	AC109942.1	--
ENSRNOG00000030416	Zfp870	zinc finger protein 870 [Source:RGD Symbol%3BAcc:1597136]
ENSRNOG00000004786	Cyp4f1	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 1 [Source:RGD Symbol%3BAcc:70926]
ENSRNOG00000043233	Cyp4f6	cytochrome P450%2C family 4%2C subfamily f%2C polypeptide 6 [Source:RGD Symbol%3BAcc:708365]
ENSRNOG00000004572	Zfp472	zinc finger protein 472 [Source:RGD Symbol%3BAcc:727944]
ENSRNOG00000029416	Zfp952	zinc finger protein 952 [Source:RGD Symbol%3BAcc:2322464]
ENSRNOG00000057416	Zfp763	zinc finger protein 763 [Source:RGD Symbol%3BAcc:1306264]
ENSRNOG00000026582	RGD1310212	similar to KIAA1111-like protein [Source:RGD Symbol%3BAcc:1310212]
ENSRNOG00000058134	AC115277.2	--
ENSRNOG00000004662	RGD1560687	similar to Ferritin light chain (Ferritin L subunit) [Source:RGD Symbol%3BAcc:1560687]
ENSRNOG00000046020	AC115277.1	--
ENSRNOG00000030273	Zfp563	zinc finger protein 563 [Source:RGD Symbol%3BAcc:1308729]
ENSRNOG00000004501	Morc2b	microrchidia 2B [Source:RGD Symbol%3BAcc:1564020]
ENSRNOG00000046735	Olr1092	olfactory receptor 1092 [Source:RGD Symbol%3BAcc:1332867]
ENSRNOG00000050274	Olr1095	olfactory receptor 1095 [Source:RGD Symbol%3BAcc:1333565]
ENSRNOG00000050907	Olr1091	olfactory receptor 1091 [Source:RGD Symbol%3BAcc:1333631]
ENSRNOG00000046224	LOC100909683	olfactory receptor 63-like [Source:RGD Symbol%3BAcc:6502391]
ENSRNOG00000048577	Zfp955a	zinc finger protein 955A [Source:RGD Symbol%3BAcc:1598322]
ENSRNOG00000033056	LOC691422	similar to zinc finger protein 101 [Source:RGD Symbol%3BAcc:1583951]
ENSRNOG00000007076	LOC691422	similar to zinc finger protein 101 [Source:RGD Symbol%3BAcc:1583951]
ENSRNOG00000056622	AABR07055919.1	--
ENSRNOG00000059181	AABR07055919.2	--
ENSRNOG00000028911	Olr996	olfactory receptor 996 [Source:RGD Symbol%3BAcc:1332717]
ENSRNOG00000049242	Olr921	olfactory receptor 921 [Source:RGD Symbol%3BAcc:1333844]
ENSRNOG00000061704	LOC103690036	olfactory receptor 6C6-like [Source:RGD Symbol%3BAcc:9097616]
ENSRNOG00000055214	AABR07055938.1	--
ENSRNOG00000000958	AABR07055943.1	--
ENSRNOG00000048132	Olr927	olfactory receptor 927 [Source:RGD Symbol%3BAcc:1333893]
ENSRNOG00000032290	Olr1059	olfactory receptor 1059 [Source:RGD Symbol%3BAcc:1332880]
ENSRNOG00000050142	LOC103692758	olfactory receptor 6C74-like [Source:RGD Symbol%3BAcc:9134166]
ENSRNOG00000047264	Olr1057	olfactory receptor 1057 [Source:RGD Symbol%3BAcc:1333363]
ENSRNOG00000033400	Olr932	olfactory receptor 932 [Source:RGD Symbol%3BAcc:1334198]
ENSRNOG00000030191	Olr1055	olfactory receptor 1055 [Source:RGD Symbol%3BAcc:1332632]
ENSRNOG00000053142	AABR07055992.1	--
ENSRNOG00000026094	Vom2r54	vomeronasal 2 receptor%2C 54 [Source:RGD Symbol%3BAcc:1583935]
ENSRNOG00000057971	AABR07056003.1	--
ENSRNOG00000009241	RGD1560291	similar to NACHT%2C leucine rich repeat and PYD containing 4A [Source:RGD Symbol%3BAcc:1560291]
ENSRNOG00000028214	LOC100912783	zinc finger and SCAN domain containing protein 4F-like [Source:RGD Symbol%3BAcc:6485469]
ENSRNOG00000043367	Vom1r106	vomeronasal 1 receptor 106 [Source:RGD Symbol%3BAcc:1359426]
ENSRNOG00000042090	Vom1r107	vomeronasal 1 receptor 107 [Source:RGD Symbol%3BAcc:1359561]
ENSRNOG00000048787	Vom1r108	vomeronasal 1 receptor 108 [Source:RGD Symbol%3BAcc:1305257]
ENSRNOG00000042772	Zfp494	zinc finger protein 494 [Source:RGD Symbol%3BAcc:1309909]
ENSRNOG00000009072	AABR07056013.1	--
ENSRNOG00000052125	AABR07056013.2	--
ENSRNOG00000049571	Actl9	actin-like 9 [Source:RGD Symbol%3BAcc:1306886]
ENSRNOG00000053585	AABR07056014.1	--
ENSRNOG00000008857	Adamts10	ADAM metallopeptidase with thrombospondin type 1 motif%2C 10 [Source:RGD Symbol%3BAcc:1598320]
ENSRNOG00000008409	Myo1f	myosin IF [Source:RGD Symbol%3BAcc:1309750]
ENSRNOG00000008378	Zfp414	zinc finger protein 414 [Source:RGD Symbol%3BAcc:1308123]
ENSRNOG00000039204	Pram1	PML-RARA regulated adaptor molecule 1 [Source:RGD Symbol%3BAcc:1564330]
ENSRNOG00000007921	Hnrnpm	heterogeneous nuclear ribonucleoprotein M [Source:RGD Symbol%3BAcc:620369]
ENSRNOG00000007769	March2	membrane associated ring-CH-type finger 2 [Source:RGD Symbol%3BAcc:1306395]
ENSRNOG00000007648	Rab11b	RAB11B%2C member RAS oncogene family [Source:RGD Symbol%3BAcc:68369]
ENSRNOG00000007545	Angptl4	angiopoietin-like 4 [Source:RGD Symbol%3BAcc:735058]
ENSRNOG00000052355	AABR07056015.1	--
ENSRNOG00000007230	Kank3	KN motif and ankyrin repeat domains 3 [Source:RGD Symbol%3BAcc:1308853]
ENSRNOG00000042886	Rps28	ribosomal protein S28 [Source:RGD Symbol%3BAcc:621046]
ENSRNOG00000006939	Ndufa7	NADH:ubiquinone oxidoreductase subunit A7 [Source:RGD Symbol%3BAcc:1304597]
ENSRNOG00000006901	Cd320	CD320 molecule [Source:RGD Symbol%3BAcc:1305860]
ENSRNOG00000048017	--	--
ENSRNOG00000039136	Vom2r57	vomeronasal 2 receptor%2C 57 [Source:RGD Symbol%3BAcc:1562007]
ENSRNOG00000059452	AC117971.2	--
ENSRNOG00000057391	AC117971.1	--
ENSRNOG00000050249	LOC102551633	sperm motility kinase W-like [Source:RGD Symbol%3BAcc:7576862]
ENSRNOG00000048170	AC098022.1	--
ENSRNOG00000054594	AC098022.2	--
ENSRNOG00000057162	RGD1565071	similar to hypothetical protein 4930509O22 [Source:RGD Symbol%3BAcc:1565071]
ENSRNOG00000054038	AABR07056103.1	--
ENSRNOG00000048230	LOC300308	similar to hypothetical protein 4930509O22 [Source:RGD Symbol%3BAcc:1359716]
ENSRNOG00000051596	AABR07056131.1	--
ENSRNOG00000061013	AABR07056156.1	--
ENSRNOG00000058060	AABR07056161.1	--
ENSRNOG00000060952	AABR07056183.1	--
ENSRNOG00000058241	AABR07056200.1	--
ENSRNOG00000051635	AABR07056319.1	--
ENSRNOG00000056314	AABR07056330.1	--
ENSRNOG00000036410	AABR07056346.1	--
ENSRNOG00000026976	Vom2r57	vomeronasal 2 receptor%2C 57 [Source:RGD Symbol%3BAcc:1562007]
ENSRNOG00000061837	AABR07056374.1	--
ENSRNOG00000030234	LOC300308	similar to hypothetical protein 4930509O22 [Source:RGD Symbol%3BAcc:1359716]
ENSRNOG00000056699	AABR07056390.2	--
ENSRNOG00000056018	AABR07056390.1	--
ENSRNOG00000026866	Syn3	synapsin III [Source:RGD Symbol%3BAcc:3799]
ENSRNOG00000004303	Timp3	TIMP metallopeptidase inhibitor 3 [Source:RGD Symbol%3BAcc:3865]
ENSRNOG00000004637	Fbxo7	F-box protein 7 [Source:RGD Symbol%3BAcc:1305648]
ENSRNOG00000061717	AC136584.1	--
ENSRNOG00000022937	Bpifc	BPI fold containing family C [Source:RGD Symbol%3BAcc:1311686]
ENSRNOG00000004813	Rtcb	RNA 2'%2C3'-cyclic phosphate and 5'-OH ligase [Source:RGD Symbol%3BAcc:1303261]
ENSRNOG00000031493	Ascl4	achaete-scute family bHLH transcription factor 4 [Source:RGD Symbol%3BAcc:1307533]
ENSRNOG00000031205	RGD1563124	similar to 40S ribosomal protein S20 [Source:RGD Symbol%3BAcc:1563124]
ENSRNOG00000004962	Prdm4	PR domain 4 [Source:RGD Symbol%3BAcc:619929]
ENSRNOG00000005350	Pwp1	PWP1 homolog%2C endonuclein [Source:RGD Symbol%3BAcc:1310705]
ENSRNOG00000056652	AC112739.1	--
ENSRNOG00000005758	Btbd11	BTB domain containing 11 [Source:RGD Symbol%3BAcc:1308647]
ENSRNOG00000058322	AABR07056415.2	--
ENSRNOG00000057536	AABR07056415.1	--
ENSRNOG00000006622	Cry1	cryptochrome circadian clock 1 [Source:RGD Symbol%3BAcc:735083]
ENSRNOG00000006978	Mterf2	mitochondrial transcription termination factor 2 [Source:RGD Symbol%3BAcc:1311836]
ENSRNOG00000006987	Tmem263	transmembrane protein 263 [Source:RGD Symbol%3BAcc:1563325]
ENSRNOG00000059037	AABR07056422.1	--
ENSRNOG00000057870	AABR07056423.1	--
ENSRNOG00000007432	Polr3b	polymerase (RNA) III subunit B [Source:RGD Symbol%3BAcc:1565311]
ENSRNOG00000058464	AABR07056425.1	--
ENSRNOG00000007587	Tcp11l2	t-complex 11 like 2 [Source:RGD Symbol%3BAcc:1307494]
ENSRNOG00000008016	Ckap4	cytoskeleton-associated protein 4 [Source:RGD Symbol%3BAcc:1311989]
ENSRNOG00000061877	AABR07056425.2	--
ENSRNOG00000008061	Nuak1	NUAK family kinase 1 [Source:RGD Symbol%3BAcc:1309956]
ENSRNOG00000061363	AABR07056438.1	--
ENSRNOG00000060879	1500009L16Rik	RIKEN cDNA 1500009L16 gene [Source:MGI Symbol%3BAcc:MGI:1917034]
ENSRNOG00000060955	AABR07056442.1	--
ENSRNOG00000051536	Rfx4	regulatory factor X4 [Source:RGD Symbol%3BAcc:1562092]
ENSRNOG00000007323	Ric8b	RIC8 guanine nucleotide exchange factor B [Source:RGD Symbol%3BAcc:631419]
ENSRNOG00000006998	Fhl4	four and a half LIM domains 4 [Source:RGD Symbol%3BAcc:1308978]
ENSRNOG00000060280	AABR07056464.1	--
ENSRNOG00000058036	AABR07056465.1	--
ENSRNOG00000008174	Appl2	adaptor protein%2C phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:RGD Symbol%3BAcc:1563028]
ENSRNOG00000008331	RGD1309995	similar to CG13957-PA [Source:RGD Symbol%3BAcc:1309995]
ENSRNOG00000008586	Aldh1l2	aldehyde dehydrogenase 1 family%2C member L2 [Source:RGD Symbol%3BAcc:1309458]
ENSRNOG00000045781	Mir3561	microRNA 3561 [Source:RGD Symbol%3BAcc:4888556]
ENSRNOG00000058647	AABR07056470.1	--
ENSRNOG00000008696	RGD1563365	similar to DNA segment%2C Chr 10%2C Wayne State University 102%2C expressed [Source:RGD Symbol%3BAcc:1563365]
ENSRNOG00000008713	Slc41a2	solute carrier family 41 member 2 [Source:RGD Symbol%3BAcc:1307292]
ENSRNOG00000008885	Chst11	carbohydrate (chondroitin 4) sulfotransferase 11 [Source:RGD Symbol%3BAcc:1308400]
ENSRNOG00000060548	AABR07056485.1	--
ENSRNOG00000009088	Txnrd1	thioredoxin reductase 1 [Source:RGD Symbol%3BAcc:61959]
ENSRNOG00000010309	Nfyb	nuclear transcription factor Y subunit beta [Source:RGD Symbol%3BAcc:3172]
ENSRNOG00000053510	Hcfc2	host cell factor C2 [Source:RGD Symbol%3BAcc:1307385]
ENSRNOG00000033579	Glt8d2	glycosyltransferase 8 domain containing 2 [Source:RGD Symbol%3BAcc:1560432]
ENSRNOG00000027124	Tdg	thymine-DNA glycosylase [Source:RGD Symbol%3BAcc:620959]
ENSRNOG00000026982	LOC691921	hypothetical protein LOC691921 [Source:RGD Symbol%3BAcc:1593359]
ENSRNOG00000026963	Hsp90b1	heat shock protein 90 beta family member 1 [Source:RGD Symbol%3BAcc:1310482]
ENSRNOG00000049093	AABR07056495.1	--
ENSRNOG00000026807	LOC362863	first gene upstream of Nt5dc3 [Source:RGD Symbol%3BAcc:1302940]
ENSRNOG00000026793	Nt5dc3	5'-nucleotidase domain containing 3 [Source:RGD Symbol%3BAcc:1593358]
ENSRNOG00000038948	Stab2	stabilin 2 [Source:RGD Symbol%3BAcc:628822]
ENSRNOG00000053843	AABR07056503.1	--
ENSRNOG00000054383	AABR07056509.1	--
ENSRNOG00000038943	RGD1560034	similar to FLJ25323 protein [Source:RGD Symbol%3BAcc:1560034]
ENSRNOG00000048664	AABR07056510.1	--
ENSRNOG00000059844	AABR07056515.1	--
ENSRNOG00000004294	Ascl1	achaete-scute family bHLH transcription factor 1 [Source:RGD Symbol%3BAcc:71010]
ENSRNOG00000004302	Pah	phenylalanine hydroxylase [Source:RGD Symbol%3BAcc:3248]
ENSRNOG00000057959	AABR07056517.1	--
ENSRNOG00000004517	Igf1	insulin-like growth factor 1 [Source:RGD Symbol%3BAcc:2868]
ENSRNOG00000004682	Parpbp	PARP1 binding protein [Source:RGD Symbol%3BAcc:2314264]
ENSRNOG00000004632	Pmch	pro-melanin-concentrating hormone [Source:RGD Symbol%3BAcc:3358]
ENSRNOG00000004727	Nup37	nucleoporin 37 [Source:RGD Symbol%3BAcc:1307774]
ENSRNOG00000061681	AABR07056526.1	--
ENSRNOG00000005102	Ccdc53	coiled-coil domain containing 53 [Source:RGD Symbol%3BAcc:1563761]
ENSRNOG00000038916	Dram1	DNA-damage regulated autophagy modulator 1 [Source:RGD Symbol%3BAcc:1598133]
ENSRNOG00000005228	Gnptab	N-acetylglucosamine-1-phosphate transferase%2C alpha and beta subunits [Source:RGD Symbol%3BAcc:1564821]
ENSRNOG00000005270	Sycp3	synaptonemal complex protein 3 [Source:RGD Symbol%3BAcc:3795]
ENSRNOG00000058271	Chpt1	choline phosphotransferase 1 [Source:RGD Symbol%3BAcc:1359283]
ENSRNOG00000056493	Mybpc1	myosin binding protein C%2C slow type [Source:RGD Symbol%3BAcc:735102]
ENSRNOG00000005720	Spic	Spi-C transcription factor [Source:RGD Symbol%3BAcc:1306272]
ENSRNOG00000036071	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000043412	RGD1561102	similar to ribosomal protein S12 [Source:RGD Symbol%3BAcc:1561102]
ENSRNOG00000005763	Arl1	ADP-ribosylation factor like GTPase 1 [Source:RGD Symbol%3BAcc:621326]
ENSRNOG00000005823	Utp20	UTP20 small subunit processome component [Source:RGD Symbol%3BAcc:1560606]
ENSRNOG00000006367	Slc5a8	solute carrier family 5 member 8 [Source:RGD Symbol%3BAcc:1564146]
ENSRNOG00000006841	Ano4	anoctamin 4 [Source:RGD Symbol%3BAcc:1310252]
ENSRNOG00000032424	AABR07056556.1	--
ENSRNOG00000061320	AABR07056556.2	--
ENSRNOG00000025198	Gas2l3	growth arrest-specific 2 like 3 [Source:RGD Symbol%3BAcc:1594151]
ENSRNOG00000007197	Nr1h4	nuclear receptor subfamily 1%2C group H%2C member 4 [Source:RGD Symbol%3BAcc:628831]
ENSRNOG00000056800	AABR07056563.1	--
ENSRNOG00000007581	Slc17a8	solute carrier family 17 member 8 [Source:RGD Symbol%3BAcc:628870]
ENSRNOG00000024955	Scyl2	SCY1 like pseudokinase 2 [Source:RGD Symbol%3BAcc:1305665]
ENSRNOG00000007875	Actr6	ARP6 actin-related protein 6 homolog [Source:RGD Symbol%3BAcc:1304609]
ENSRNOG00000050317	Uhrf1bp1l	UHRF1 binding protein 1-like [Source:RGD Symbol%3BAcc:1594520]
ENSRNOG00000054263	AABR07056576.1	--
ENSRNOG00000024870	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B [Source:RGD Symbol%3BAcc:1565556]
ENSRNOG00000055397	AABR07056578.1	--
ENSRNOG00000057767	AABR07056589.1	--
ENSRNOG00000008022	Apaf1	apoptotic peptidase activating factor 1 [Source:RGD Symbol%3BAcc:620575]
ENSRNOG00000057483	AC095650.3	--
ENSRNOG00000036526	AC095650.1	--
ENSRNOG00000008247	Ikbip	IKBKB interacting protein [Source:RGD Symbol%3BAcc:1305457]
ENSRNOG00000008289	Slc25a3	solute carrier family 25 member 3 [Source:RGD Symbol%3BAcc:70986]
ENSRNOG00000056599	AC095650.2	--
ENSRNOG00000008797	Tmpo	thymopoietin [Source:RGD Symbol%3BAcc:3875]
ENSRNOG00000061490	AABR07056605.1	--
ENSRNOG00000057371	AABR07056608.1	--
ENSRNOG00000055726	AABR07056611.1	--
ENSRNOG00000046016	AABR07056613.1	--
ENSRNOG00000052580	AABR07056613.2	--
ENSRNOG00000060032	AABR07056614.1	--
ENSRNOG00000050705	AABR07056616.1	--
ENSRNOG00000044338	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000035529	Mir135a	microRNA 135a [Source:RGD Symbol%3BAcc:2325347]
ENSRNOG00000041450	AABR07056621.1	--
ENSRNOG00000061113	AABR07056624.1	--
ENSRNOG00000004011	Nedd1	neural precursor cell expressed%2C developmentally down-regulated 1 [Source:RGD Symbol%3BAcc:1307750]
ENSRNOG00000058804	AABR07056632.1	--
ENSRNOG00000024494	AABR07056633.1	--
ENSRNOG00000029837	Cfap54	cilia and flagella associated 54 [Source:RGD Symbol%3BAcc:1589470]
ENSRNOG00000004148	Cdk17	cyclin-dependent kinase 17 [Source:RGD Symbol%3BAcc:1565593]
ENSRNOG00000004367	Elk3	ELK3%2C ETS-domain protein [Source:RGD Symbol%3BAcc:1307764]
ENSRNOG00000056797	AABR07056637.1	--
ENSRNOG00000004494	Lta4h	leukotriene A4 hydrolase [Source:RGD Symbol%3BAcc:1311333]
ENSRNOG00000057175	AABR07056638.1	--
ENSRNOG00000004502	Hal	histidine ammonia lyase [Source:RGD Symbol%3BAcc:68363]
ENSRNOG00000005266	Amdhd1	amidohydrolase domain containing 1 [Source:RGD Symbol%3BAcc:1308879]
ENSRNOG00000021892	Ccdc38	coiled-coil domain containing 38 [Source:RGD Symbol%3BAcc:1564046]
ENSRNOG00000041612	AABR07056643.1	--
ENSRNOG00000005556	Snrpf	small nuclear ribonucleoprotein polypeptide F [Source:RGD Symbol%3BAcc:1588229]
ENSRNOG00000055887	AABR07056643.2	--
ENSRNOG00000005573	Ntn4	netrin 4 [Source:RGD Symbol%3BAcc:1565947]
ENSRNOG00000057946	AABR07056644.1	--
ENSRNOG00000005637	Usp44	ubiquitin specific peptidase 44 [Source:RGD Symbol%3BAcc:1308216]
ENSRNOG00000021881	RGD1560341	similar to Methionine aminopeptidase 2 (MetAP 2) [Source:RGD Symbol%3BAcc:1560341]
ENSRNOG00000055741	AABR07056656.1	--
ENSRNOG00000057318	AABR07073295.1	--
ENSRNOG00000035543	Mir331	microRNA 331 [Source:RGD Symbol%3BAcc:2325619]
ENSRNOG00000006514	Vezt	vezatin%2C adherens junctions transmembrane protein [Source:RGD Symbol%3BAcc:1359117]
ENSRNOG00000054515	Fgd6	FYVE%2C RhoGEF and PH domain containing 6 [Source:RGD Symbol%3BAcc:1565609]
ENSRNOG00000006983	Nr2c1	nuclear receptor subfamily 2%2C group C%2C member 1 [Source:RGD Symbol%3BAcc:3200]
ENSRNOG00000007407	Ndufa12	NADH:ubiquinone oxidoreductase subunit A12 [Source:RGD Symbol%3BAcc:1311462]
ENSRNOG00000041366	AABR07056664.1	--
ENSRNOG00000007713	Tmcc3	transmembrane and coiled-coil domain family 3 [Source:RGD Symbol%3BAcc:1307241]
ENSRNOG00000029926	Rpl31l3	ribosomal protein L31-like 3 [Source:RGD Symbol%3BAcc:1562547]
ENSRNOG00000054516	AABR07056680.1	--
ENSRNOG00000059437	AABR07056678.1	--
ENSRNOG00000007859	Cep83	centrosomal protein 83 [Source:RGD Symbol%3BAcc:1359593]
ENSRNOG00000007970	Plxnc1	plexin C1 [Source:RGD Symbol%3BAcc:1307420]
ENSRNOG00000052261	AABR07056682.1	--
ENSRNOG00000061791	AABR07056683.1	--
ENSRNOG00000050393	LOC103690821	60S ribosomal protein L39 [Source:RGD Symbol%3BAcc:9350894]
ENSRNOG00000008507	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain [Source:RGD Symbol%3BAcc:1311010]
ENSRNOG00000008965	AC124896.1	--
ENSRNOG00000042740	Mrpl42	mitochondrial ribosomal protein L42 [Source:RGD Symbol%3BAcc:1304915]
ENSRNOG00000058053	Ube2n	ubiquitin-conjugating enzyme E2N [Source:RGD Symbol%3BAcc:621096]
ENSRNOG00000009094	Nudt4	nudix hydrolase 4 [Source:RGD Symbol%3BAcc:621355]
ENSRNOG00000053345	AABR07056685.1	--
ENSRNOG00000021688	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13 [Source:RGD Symbol%3BAcc:1565358]
