#Gene_ID	Gene_symbol
gene0	Vom2r4
gene27884	Pgpep1
gene27885	Mk1
gene27886	Gdf15
gene27887	Lrrc25
gene27888	Ssbp4
gene27889	Isyna1
gene27890	Ell
gene27891	Fkbp8
gene27892	Kxd1
gene27893	LOC102549939
gene27894	Uba52
gene27895	RGD1566239
gene27896	Crlf1
gene27897	Tmem59l
gene27898	Klhl26
gene27899	Crtc1
gene27900	LOC102549994
gene27901	Comp
gene27902	LOC102556890
gene27903	Upf1
gene27904	Cers1
gene27905	Gdf1
gene27906	Cope
gene27907	Ddx49
gene27908	Homer3
gene27909	Sugp2
gene27910	LOC100361056
gene27911	Armc6
gene27912	Slc25a42
gene27913	Tmem161a
gene27914	Mef2b
gene27915	Mef2bnb
gene27916	Rfxank
gene27917	Nr2c2ap
gene27918	Ncan
gene27919	Hapln4
gene27920	Tm6sf2
gene27921	Sugp1
gene27922	Mau2
gene27923	Gatad2a
gene27924	Tssk6
gene27925	LOC100911483
gene27926	Yjefn3
gene27927	Cilp2
gene27928	Pbx4
gene27929	Lpar2
gene27930	Gmip
gene27931	Atp13a1
gene27932	Zfp869
gene27933	Zfp964
gene27934	Zfp868
gene27935	LOC689627
gene27936	LOC102551257
gene27937	LOC103694123
gene27938	RGD1563748
gene27939	RGD1564941
gene27940	Lzts1
gene27941	LOC103693921
gene27942	LOC102554171
gene27943	Atp6v1b2
gene27944	LOC102557578
gene27945	Slc18a1
gene27946	Slc18a1
gene27947	RGD1559708
gene27948	Lpl
gene27949	Ints10
gene27950	LOC103694184
gene27951	RGD1563937
gene27952	Csgalnact1
gene27953	Sh2d4a
gene27954	LOC102551750
gene27955	Psd3
gene27956	LOC103693933
gene27957	LOC103693930
gene27958	Nat3
gene27959	Nat2
gene27960	Nat1
gene27961	LOC100361381
gene27962	LOC102552348
gene27963	LOC364540
gene27964	LOC102557070
gene27965	LOC103694194
gene27966	LOC690162
gene27967	LOC690174
gene27968	Naf1
gene27969	Npy1r
gene27970	Npy5r
gene27971	Tktl2
gene27972	Tma16
gene27973	March1
gene27974	LOC103693923
gene27975	LOC102552063
gene27976	Gapdh-ps2
gene27977	LOC690289
gene27978	LOC102552862
gene27979	LOC364546
gene27980	LOC100910404
gene27981	LOC686313
gene27982	LOC100912649
gene27983	LOC100910468
gene27984	LOC100362694
gene27985	RGD1565534
gene27986	Tmem192
gene27987	Klhl2
gene27988	LOC103694187
gene27989	Msmo1
gene27990	Cpe
gene27991	Grlf1-ps1
gene27992	LOC103693926
gene27993	Tll1
gene27994	LOC103694195
gene27995	LOC364556
gene27996	Spock3
gene27997	LOC102554682
gene27998	LOC100360753
gene27999	Anxa10
gene28000	LOC100912658
gene28001	Ddx60
gene28002	LOC103693936
gene28003	LOC100360205
gene28004	Cbr4
gene28005	LOC100911522
gene28006	Sh3rf1
gene28007	LOC364559
gene28008	LOC102547442
gene28009	Nek1
gene28010	Clcn3
gene28011	LOC100360260
gene28012	RGD1311747
gene28013	LOC103693938
gene28014	LOC100361091
gene28015	LOC364561
gene28016	LOC102547664
gene28017	LOC364562
gene28018	Mfap3l
gene28019	Aadat
gene28020	LOC100361227
gene28021	LOC103693939
gene28022	LOC100361281
gene28023	LOC102548002
gene28024	LOC102551217
gene28025	LOC102548057
gene28026	LOC100360316
gene28027	LOC103693940
gene28028	Galntl6
gene28029	LOC103693941
gene28030	LOC100912321
gene28031	RGD1561098
gene28032	LOC103693944
gene28033	LOC103693943
gene28034	LOC103693942
gene28035	LOC102548619
gene28036	LOC102548526
gene28037	Galnt7
gene28038	Hmgb2
gene28039	Sap30
gene28040	Scrg1
gene28041	Trnae-uuc
gene28042	LOC102548719
gene28043	Hand2
gene28044	LOC103694242
gene28045	LOC103694246
gene28046	LOC290721
gene28047	Pebp1-ps1
gene28048	Fbxo8
gene28049	Cep44
gene28050	LOC502078
gene28051	Hpgd
gene28052	LOC690117
gene28053	LOC680446
gene28054	Glra3
gene28055	LOC679384
gene28056	LOC100364810
gene28057	LOC681180
gene28058	LOC103694295
gene28059	LOC103694294
gene28060	LOC100910324
gene28061	LOC100910011
gene28062	LOC100910087
gene28063	Gpm6a
gene28064	LOC498628
gene28065	Wdr17
gene28066	Spata4
gene28067	Asb5
gene28068	Spcs3
gene28069	Vegfc
gene28070	LOC103693951
gene28071	LOC102549910
gene28072	LOC100362667
gene28073	Neil3
gene28074	LOC102550563
gene28075	LOC103693954
gene28076	Aga
gene28077	Pabpc1-ps1
gene28078	LOC680911
gene28079	LOC306444
gene28080	RGD1560648
gene28081	LOC680970
gene28082	LOC103693955
gene28083	LOC103693952
gene28084	LOC681082
gene28085	LOC102552421
gene28086	Tenm3
gene28087	LOC102548720
gene28088	LOC102552351
gene28089	LOC102552563
gene28090	Dctd
gene28091	LOC681330
gene28092	LOC102551022
gene28093	Wwc2
gene28094	Cldn22
gene28095	Cldn24
gene28096	LOC681399
gene28097	LOC102551260
gene28098	LOC102551317
gene28099	Cdkn2aip
gene28100	Ing2
gene28101	LOC306456
gene28102	RGD1560302
gene28103	LOC102551570
gene28104	Rwdd4
gene28105	Trappc11
gene28106	LOC102551690
gene28107	LOC103694340
gene28108	Stox2
gene28109	LOC103693959
gene28110	Enpp6
gene28111	LOC685113
gene28112	LOC102551895
gene28113	LOC685135
gene28114	Irf2
gene28115	LOC102552290
gene28116	LOC100361310
gene28117	LOC364592
gene28118	Casp3
gene28119	Ccdc111
gene28120	Cenpu
gene28121	Acsl1
gene28122	LOC102553302
gene28123	LOC102553008
gene28124	LOC100912602
gene28125	Helt
gene28126	Slc25a4
gene28127	RGD1307325
gene28128	Snx25
gene28129	Lrp2bp
gene28130	Ankrd37
gene28131	Ufsp2
gene28132	RGD1564308
gene28133	Ccdc110
gene28134	Pdlim3
gene28135	LOC682400
gene28136	Sorbs2
gene28137	LOC103693961
gene28138	Tlr3
gene28139	Fam149a
gene28140	Cyp4v3
gene28141	LOC498634
gene28142	Klkb1
gene28143	F11
gene28144	Mtnr1a
gene28145	Fat1
gene28146	LOC290761
gene28147	RGD1563604
gene28148	LOC102554462
gene28149	LOC306476
gene28150	LOC103693962
gene28151	LOC685877
gene28152	Adam34l
gene28153	Adam34
gene28154	LOC685829
gene28155	Adam26a
gene28156	Atp5hl1
gene28157	LOC103694341
gene28158	Zfp42
gene28159	Snrpc-ps1
gene28160	Triml2
gene28161	LOC682860
gene28162	LOC102555988
gene28163	Triml1
gene28164	LOC103693963
gene28165	LOC103693964
gene28166	LOC103693965
gene28167	LOC686062
gene28168	LOC103693966
gene28169	LOC102547380
gene28170	LOC103693967
gene28171	Frg1
gene28172	LOC102547443
gene28173	Asah1
gene28174	Pcm1
gene28175	Fgl1
gene28176	LOC103693969
gene28177	Mtus1
gene28178	Pdgfrl
gene28179	LOC102547828
gene28180	Slc7a2
gene28181	LOC100910977
gene28182	Adam24
gene28183	Mtmr7
gene28184	Vps37a
gene28185	Cnot7
gene28186	Zdhhc2
gene28187	Micu3
gene28188	Fgf20
gene28189	LOC364602
gene28190	Msr1
gene28191	LOC100362275
gene28192	LOC290779
gene28193	LOC100360126
gene28194	Tusc3
gene28195	Sgcz
gene28196	Mir383
gene28197	LOC100360222
gene28198	Sgcz
gene28199	LOC364604
gene28200	LOC688752
gene28201	LOC688765
gene28202	LOC100360330
gene28203	LOC102552115
gene28204	Dlc1
gene28205	RGD1304810
gene28206	LOC103693971
gene28207	LOC102552257
gene28208	LOC100360926
gene28209	RGD1565245
gene28210	Lonrf1
gene28211	Pragmin
gene28212	LOC102552468
gene28213	Cldn23
gene28214	LOC100910088
gene28215	LOC100910052
gene28216	LOC103693972
gene28217	LOC103693973
gene28218	Mfhas1
gene28219	Eri1
gene28220	LOC102553369
gene28221	LOC102557151
gene28222	LOC102553540
gene28223	Ppp1r3b
gene28224	LOC103693974
gene28225	LOC102553697
gene28226	LOC103693975
gene28227	Tnks
gene28228	Dusp4
gene28229	LOC103693978
gene28230	LOC102554053
gene28231	LOC102554104
gene28232	LOC100911829
gene28233	Saraf
gene28234	Leprotl1
gene28235	Mboat4
gene28236	Dctn6
gene28237	LOC364609
gene28238	LOC100364509
gene28239	Rbpms
gene28240	Gtf2e2
gene28241	LOC100909793
gene28242	Gsr
gene28243	Ubxn8
gene28244	Ppp2cb
gene28245	Tex15
gene28246	LOC103693979
gene28247	LOC102554887
gene28248	Purg
gene28249	RGD1564788
gene28250	LOC103693976
gene28251	RGD1563097
gene28252	LOC680008
gene28253	Nrg1
gene28254	LOC103693977
gene28255	LOC102555473
gene28256	LOC103694476
gene28257	LOC364616
gene28258	Fut10
gene28259	LOC103694477
gene28260	Mak16
gene28261	Tti2
gene28262	Rnf122
gene28263	LOC102555712
gene28264	Dusp26
gene28265	LOC102556287
gene28266	LOC103693980
gene28267	LOC680359
gene28268	Unc5d
gene28269	LOC103693982
gene28270	LOC100360391
gene28271	LOC103693983
gene28272	LOC364619
gene28273	LOC498647
gene28274	RGD1562638
gene28275	RGD1562638
gene28276	LOC100911264
gene28277	Poteg
gene28278	Chrna6
gene28279	Chrnb3
gene28280	RGD1562020
gene28281	LOC100911312
gene28282	LOC103693985
gene28283	Eif4ebp1
gene28284	Adrb3
gene28285	Got1l1
gene28286	LOC102548313
gene28287	Rab11fip1
gene28288	Brf2
gene28289	LOC100363275
gene28290	Prosc
gene28291	Erlin2
gene28292	Zfp703
gene28293	LOC103693988
gene28294	LOC102548721
gene28295	LOC100359503
gene28296	Thap1
gene28297	Rnf170
gene28298	Hook3
gene28299	Fnta
gene28300	Pomk
gene28301	Hgsnat
gene28302	LOC102552292
gene28303	Kcnu1
gene28304	Ash2l
gene28305	Star
gene28306	Lsm1
gene28307	Bag4
gene28308	Ddhd2
gene28309	Ppapdc1b
gene28310	Whsc1l1
gene28311	Letm2
gene28312	Fgfr1
gene28313	LOC102552829
gene28314	LOC100360145
gene28315	Rps28-ps1
gene28316	LOC102556673
gene28317	Tacc1
gene28318	Plekha2
gene28319	Htra4
gene28320	Tm2d2
gene28321	Adam9
gene28322	Adam32
gene28323	Adam5
gene28324	Adam3a
gene28325	Adam18
gene28326	Ido1
gene28327	Ido2
gene28328	LOC684871
gene28329	LOC102553995
gene28330	Zmat4
gene28331	LOC103694486
gene28332	Sfrp1
gene28333	LOC685012
gene28334	Golga7
gene28335	Gins4
gene28336	Agpat6
gene28337	Nkx6-3
gene28338	Ank1
gene28339	LOC103693993
gene28340	LOC103693992
gene28341	Kat6a
gene28342	LOC102556951
gene28343	Ap3m2
gene28344	LOC103693995
gene28345	Plat
gene28346	LOC102555020
gene28347	Ikbkb
gene28348	Polb
gene28349	Dkk4
gene28350	LOC102550986
gene28351	Vdac3
gene28352	Slc20a2
gene28353	LOC102549912
gene28354	LOC102551088
gene28355	Smim19
gene28356	Mrps31
gene28357	Slc25a15
gene28358	Tpte2
gene28359	LOC102550098
gene28360	Thsd1
gene28361	Vps36
gene28362	Ckap2
gene28363	Nek3
gene28364	Nek5
gene28365	Alg11
gene28366	Atp7b
gene28367	Ccdc70
gene28368	Fam90a1
gene28369	Defb13
gene28370	LOC100912990
gene28371	Defb15
gene28372	LOC100362580
gene28373	Defb11
gene28374	Defb9
gene28375	Defb10
gene28376	Defb2
gene28377	Defb50
gene28378	Defb1
gene28379	Defa5
gene28380	Defa24
gene28381	Defal1
gene28382	LOC100359767
gene28383	Defa6
gene28384	Defa7
gene28385	LOC100359819
gene28386	Defa8
gene28387	Defa9
gene28388	Np4
gene28389	Defa10
gene28390	Defa11
gene28391	RatNP-3b
gene28392	Defb51
gene28393	Defb52
gene28394	Defb33
gene28395	Defb5
gene28396	Defb4
gene28397	Defb14
gene28398	Spag11b
gene28399	Spag11c
gene28400	Defb12
gene28401	Defb39
gene28402	LOC685740
gene28403	Defb38
gene28404	Defb37
gene28405	Defb40
gene28406	Xkr5
gene28407	LOC103693996
gene28408	Agpat5
gene28409	LOC100359928
gene28410	Mcph1
gene28411	Angpt2
gene28412	Csmd1
gene28413	LOC102550761
gene28414	LOC100365528
gene28415	LOC102550919
gene28416	LOC103690227
gene28417	LOC364636
gene28418	Myom2
gene28419	LOC102551089
gene28420	Kbtbd11
gene28421	LOC102551149
gene28422	LOC102547381
gene28423	Arhgef10
gene28424	LOC102557538
gene28425	LOC102551219
gene28426	Cln8
gene28427	Dlgap2
gene28428	LOC102547542
gene28429	Erich1
gene28430	LOC103693997
gene28431	Tdrp
gene28432	Fbxo25
gene28433	Coprs
gene28434	Champ1
gene28435	LOC686658
gene28436	Upf3a
gene28437	Cdc16
gene28438	LOC688801
gene28439	Rasa3
gene28440	LOC290876
gene28441	LOC103693998
gene28442	Gas6
gene28443	Tmem255b
gene28444	Grk1
gene28445	Atp4b
gene28446	MGC112830
gene28447	LOC102548465
gene28448	Tmco3
gene28449	Dcun1d2
gene28450	Adprhl1
gene28451	LOC102548530
gene28452	LOC102557367
gene28453	LOC102548586
gene28454	Grtp1
gene28455	Lamp1
gene28456	Cul4a
gene28457	Pcid2
gene28458	Proz
gene28459	F10
gene28460	F7
gene28461	Mcf2l
gene28462	Atp11a
gene28463	LOC102548949
gene28464	LOC102552970
gene28465	Tubgcp3
gene28466	Spaca7
gene28467	LOC103694002
gene28468	LOC102553495
gene28469	Tex29
gene28470	Arhgef7
gene28471	LOC103694003
gene28472	Ankrd10
gene28473	Ing1
gene28474	LOC103694013
gene28475	Cars2
gene28476	LOC102556640
gene28477	Carkd
gene28478	LOC102553902
gene28479	Rab20
gene28480	Col4a2
gene28481	Col4a1
gene28482	LOC102554055
gene28483	LOC103694004
gene28484	Irs2
gene28485	LOC102554173
gene28486	LOC103694005
gene28487	LOC103694006
gene28488	LOC102554419
gene28489	LOC689713
gene28490	LOC102554684
gene28491	LOC103694007
gene28492	LOC103694008
gene28493	Myo16
gene28494	LOC103694009
gene28495	Tnfsf13b
gene28496	LOC103694502
gene28497	Abhd13
gene28498	Lig4
gene28499	LOC103694503
gene28500	RGD1565902
gene28501	Fam155a
gene28502	LOC103694010
gene28503	LOC689851
gene28504	LOC102546303
gene28505	RGD1564807
gene28506	Arglu1
gene28507	Efnb2
gene28508	LOC690030
gene28509	LOC103694011
gene28510	LOC102546611
gene28511	LOC103694012
gene28512	LOC102546842
gene28513	LOC690087
gene28514	LOC103694015
gene28515	Pdha1l1
gene28516	RGD1565806
gene28517	LOC364645
gene28518	LOC501448
gene28519	Cct6a-ps9
gene28520	LOC100909690
gene28521	Slc10a2
gene28522	LOC687093
gene28523	LOC690203
gene28524	LOC102557085
gene28525	Shcbp1
gene28526	LOC103690340
gene28527	LOC682933
gene28528	LOC102556898
gene28529	LOC103694530
gene28530	LOC102556556
gene28531	LOC103694144
gene28532	LOC102550149
gene28533	LOC102556536
gene28534	LOC103694531
gene28535	LOC102549196
gene28536	Fbp2
gene28537	Fbp1
gene28538	LOC102551048
gene28539	Npepo
gene28540	LOC103694020
gene28541	Mir23b
gene28542	Mir27b
gene28543	Mir3074
gene28544	Mir24-1
gene28545	Fancc
gene28546	LOC103694035
gene28547	LOC103694021
gene28548	Ptch1
gene28549	LOC502111
gene28550	LOC102554174
gene28551	Ercc6l2
gene28552	LOC102554617
gene28553	Hsd17b3
gene28554	Slc35d2
gene28555	Zfp367
gene28556	Habp4
gene28557	Cdc14b
gene28558	Aaed1
gene28559	Ctsl
gene28560	LOC100910660
gene28561	Cdk20
gene28562	RGD1563581
gene28563	RGD1563615
gene28564	Spata31a5
gene28565	LOC502109
gene28566	Prss47
gene28567	Hiatl1
gene28568	LOC103694023
gene28569	LOC680346
gene28570	LOC680333
gene28571	Olr1653
gene28572	Olr1652
gene28573	LOC102556971
gene28574	LOC103694920
gene28575	LOC102551451
gene28576	LOC100912731
gene28577	LOC100912742
gene28578	LOC102557179
gene28579	LOC102557165
gene28580	LOC102556321
gene28581	LOC103694921
gene28582	LOC103694922
gene28583	LOC102555902
gene28584	RGD1559950
gene28585	LOC102552000
gene28586	LOC102549001
gene28587	LOC102557213
gene28588	LOC103694915
gene28589	LOC103694914
gene28590	LOC102551150
gene28591	LOC103694923
gene28592	LOC102557249
gene28593	LOC102550664
gene28594	Ctsm
gene28595	RGD1564657
gene28596	Cts7
gene28597	Cts8l1
gene28598	Cts8
gene28599	Ctsr
gene28600	MGC114246
gene28601	Ctsq
gene28602	LOC100364523
gene28603	Ctsql2
gene28604	Ctsj
gene28605	RGD1564827
gene28606	Tpbpa
gene28607	Ctla2a
gene28608	LOC100912413
gene28609	Testin
gene28610	Ctsll3
gene28611	RGD1308751
gene28612	Dapk1
gene28613	LOC102552469
gene28614	LOC100912124
gene28615	LOC103694025
gene28616	Gas1
gene28617	LOC102553145
gene28618	LOC102553045
gene28619	LOC102553206
gene28620	LOC102553264
gene28621	LOC102553373
gene28622	LOC102557486
gene28623	LOC102553430
gene28624	LOC103694026
gene28625	LOC103694027
gene28626	Zcchc6
gene28627	Isca1
gene28628	LOC102547665
gene28629	LOC102547829
gene28630	Spata31d1d
gene28631	Spata31d1b
gene28632	Spata31d3
gene28633	LOC103694919
gene28634	LOC100912252
gene28635	Golm1
gene28636	Naa35
gene28637	RGD1559908
gene28638	LOC102548532
gene28639	LOC102548402
gene28640	Agtpbp1
gene28641	LOC103694030
gene28642	LOC103694029
gene28643	Ntrk2
gene28644	LOC103694916
gene28645	LOC102548918
gene28646	LOC102556161
gene28647	Slc28a3
gene28648	LOC102549141
gene28649	LOC102550726
gene28650	Rmi1
gene28651	Hnrnpk
gene28652	Mir7a-1
gene28653	RGD1311345
gene28654	LOC103694036
gene28655	Kif27
gene28656	LOC102551320
gene28657	LOC102551121
gene28658	Gkap1
gene28659	Ubqln1
gene28660	Idnk
gene28661	LOC681410
gene28662	Klhl3
gene28663	Mir874
gene28664	LOC102549506
gene28665	Spock1
gene28666	LOC103694031
gene28667	LOC102551833
gene28668	LOC103694032
gene28669	Trpc7
gene28670	LOC102555284
gene28671	Smad5
gene28672	LOC103694033
gene28673	Tgfbi
gene28674	LOC102555503
gene28675	LOC102555778
gene28676	LOC102555842
gene28677	Lect2
gene28678	Fbxl3-ps1
gene28679	Il9
gene28680	Slc25a48
gene28681	RGD1562024
gene28682	Cxcl14
gene28683	LOC100365564
gene28684	Neurog1
gene28685	LOC102547185
gene28686	LOC100360522
gene28687	Tifab
gene28688	H2afy
gene28689	LOC103694034
gene28690	Pitx1
gene28691	Catsper3
gene28692	Pcbd2
gene28693	Txndc15
gene28694	RGD1566359
gene28695	Ddx46
gene28696	Camlg
gene28697	B4galt7
gene28698	Tmed9
gene28699	Fam193b
gene28700	Ddx41
gene28701	Mir3542
gene28702	Dok3
gene28703	Pdlim7
gene28704	Dbn1
gene28705	Prr7
gene28706	Grk6
gene28707	LOC102550356
gene28708	F12
gene28709	Pfn3
gene28710	Slc34a1
gene28711	Rgs14
gene28712	Lman2
gene28713	LOC102550438
gene28714	Mxd3
gene28715	Prelid1
gene28716	Rab24
gene28717	Nsd1
gene28718	LOC498705
gene28719	Fgfr4
gene28720	Zfp346
gene28721	Uimc1
gene28722	Hk3
gene28723	Unc5a
gene28724	LOC102550792
gene28725	Tspan17
gene28726	Eif4e1b
gene28727	LOC103694038
gene28728	Sncb
gene28729	LOC102547505
gene28730	Gprin1
gene28731	Cdhr2
gene28732	Rnf44
gene28733	Faf2
gene28734	Cltb
gene28735	Higd2a
gene28736	Nop16
gene28737	Arl10
gene28738	LOC306766
gene28739	Simc1
gene28740	LOC102551420
gene28741	RGD1566033
gene28742	Thoc3
gene28743	Cplx2
gene28744	LOC103694918
gene28745	LOC103694917
gene28746	Hrh2
gene28747	LOC100909540
gene28748	Sfxn1
gene28749	Drd1
gene28750	LOC102552119
gene28751	LOC102552470
gene28752	Msx2
gene28753	LOC102554142
gene28754	LOC102554241
gene28755	LOC103694040
gene28756	Sptlc1
gene28757	RGD1561671
gene28758	Ror2
gene28759	Nfil3
gene28760	Auh
gene28761	Syk
gene28762	LOC103694934
gene28763	LOC103694041
gene28764	Diras2
gene28765	LOC102555869
gene28766	LOC100910343
gene28767	LOC100910343
gene28768	Gadd45g
gene28769	Sema4d
gene28770	LOC103694042
gene28771	Secisbp2
gene28772	Cks2
gene28773	LOC103694924
gene28774	Shc3
gene28775	S1pr3
gene28776	LOC102556322
gene28777	LOC103694935
gene28778	LOC689205
gene28779	Nxnl2
gene28780	Spin1
gene28781	LOC103694043
gene28782	LOC103694925
gene28783	LOC689273
gene28784	LOC102546995
gene28785	LOC102549715
gene28786	LOC100910585
gene28787	LOC689303
gene28788	LOC689316
gene28789	Fbxw17
gene28790	Nutm2f
gene28791	LOC102548125
gene28792	LOC102548031
gene28793	LOC102546342
gene28794	LOC102546542
gene28795	LOC689406
gene28796	LOC102548371
gene28797	LOC689437
gene28798	LOC103694926
gene28799	Trnak-cuu
gene28800	LOC689448
gene28801	LOC689458
gene28802	LOC102548497
gene28803	LOC103694927
gene28804	LOC103694928
gene28805	LOC498711
gene28806	LOC103694049
gene28807	LOC689526
gene28808	LOC103694929
gene28809	LOC103690246
gene28810	RGD1560527
gene28811	LOC689569
gene28812	LOC689587
gene28813	LOC102549716
gene28814	RGD1565598
gene28815	Iars
gene28816	Nol8
gene28817	LOC679342
gene28818	Ogn
gene28819	Omd
gene28820	Aspn
gene28821	LOC100911018
gene28822	LOC100361383
gene28823	LOC102550150
gene28824	Ippk
gene28825	LOC100361933
gene28826	Bicd2
gene28827	Fgd3
gene28828	Susd3
gene28829	RGD1306058
gene28830	Ninj1
gene28831	Wnk2
gene28832	LOC102552158
gene28833	Fam120a
gene28834	LOC102550793
gene28835	Phf2
gene28836	LOC103690376
gene28837	LOC102552096
gene28838	Barx1
gene28839	LOC103694930
gene28840	Ptpdc1
gene28841	Mirlet7a1
gene28842	Mir3596d
gene28843	Mirlet7f-1
gene28844	Mirlet7d
gene28845	Mir3596b
gene28846	Zfp169
gene28847	Id4
gene28848	LOC102546683
gene28849	LOC102546543
gene28850	LOC102556357
gene28851	LOC102556997
gene28852	Rnf144b
gene28853	LOC102555870
gene28854	LOC103694052
gene28855	Dek
gene28856	Kdm1b
gene28857	Tpmt
gene28858	LOC690056
gene28859	Nhlrc1
gene28860	RGD1564366
gene28861	Kif13a
gene28862	LOC100362185
gene28863	Nup153
gene28864	Fam8a1
gene28865	Cap2
gene28866	LOC102554989
gene28867	Rbm24
gene28868	LOC102554838
gene28869	LOC102554492
gene28870	Atxn1
gene28871	Gmpr
gene28872	Mylip
gene28873	LOC102549787
gene28874	Dtnbp1
gene28875	Jarid2
gene28876	LOC102550318
gene28877	LOC690399
gene28878	LOC103694056
gene28879	LOC102551388
gene28880	LOC102550923
gene28881	LOC690414
gene28882	LOC102550765
gene28883	LOC102550662
gene28884	LOC103694054
gene28885	LOC102551899
gene28886	LOC103694063
gene28887	LOC102554927
gene28888	Cd83
gene28889	Rnf182
gene28890	Mcur1
gene28891	LOC103694070
gene28892	Ranbp9
gene28893	Nol7
gene28894	Sirt5
gene28895	LOC103694062
gene28896	Gfod1
gene28897	LOC102547765
gene28898	LOC103694931
gene28899	LOC102547830
gene28900	Tbc1d7
gene28901	Phactr1
gene28902	LOC690605
gene28903	LOC102547930
gene28904	Edn1
gene28905	LOC102548003
gene28906	Hivep1
gene28907	LOC103694932
gene28908	Adtrp
gene28909	LOC100362172
gene28910	LOC102548261
gene28911	Tmem170b
gene28912	LOC103694059
gene28913	LOC103694060
gene28914	LOC102548345
gene28915	Nedd9
gene28916	LOC690806
gene28917	Mir3566
gene28918	LOC102548659
gene28919	Elovl2
gene28920	Sycp2l
gene28921	Gcm2
gene28922	LOC100911117
gene28923	Mak
gene28924	Tmem14c
gene28925	Pak1ip1
gene28926	RGD1562963
gene28927	LOC103694058
gene28928	Gcnt2
gene28929	LOC102549059
gene28930	LOC689092
gene28931	LOC100362583
gene28932	Tfap2a
gene28933	LOC100362620
gene28934	LOC690971
gene28935	LOC102555201
gene28936	LOC103694072
gene28937	LOC102555259
gene28938	LOC690997
gene28939	LOC102555442
gene28940	LOC100360173
gene28941	Slc35b3
gene28942	RGD1560349
gene28943	Eef1e1
gene28944	Bloc1s5
gene28945	Txndc5
gene28946	Bmp6
gene28947	LOC102556358
gene28948	LOC103694073
gene28949	Snrnp48
gene28950	Dsp
gene28951	LOC102546383
gene28952	LOC103694064
gene28953	Riok1
gene28954	Cage1
gene28955	Ssr1
gene28956	Rreb1
gene28957	LOC102546544
gene28958	RGD1563601
gene28959	LOC100909970
gene28960	LOC102546802
gene28961	LOC683105
gene28962	LOC102549819
gene28963	LOC102549751
gene28964	LOC100910628
gene28965	Ly86
gene28966	LOC691144
gene28967	F13a1
gene28968	RGD1564781
gene28969	Nrn1
gene28970	Fars2
gene28971	LOC102550385
gene28972	LOC102550219
gene28973	Ppp1r3g
gene28974	LOC102550566
gene28975	Rpp40
gene28976	Cdyl
gene28977	LOC103694067
gene28978	LOC103694066
gene28979	LOC364702
gene28980	RGD1561689
gene28981	LOC102550728
gene28982	LOC103694068
gene28983	Eci2
gene28984	Eci3
gene28985	RGD1307537
gene28986	Fam217a
gene28987	Prpf4b
gene28988	Hmgb1-ps2
gene28989	LOC102550795
gene28990	Fam50b
gene28991	Pxdc1
gene28992	Slc22a23
gene28993	Psmg4
gene28994	LOC102551220
gene28995	Tubb2b
gene28996	LOC100364958
gene28997	Tubb2a
gene28998	Bphl
gene28999	LOC103694933
